ISO3v10,Continent,Country,GeoRegion,GeoSubregion,ElevationZone,Income Group,Lending Category,UrbanRuralDesignation,Population1990,Population2000,Population2010,Population2100,LandArea,PercentofCountryPopulation1990,PercentofCountryPopulation2000,PercentofCountryPopulation2010,PercentofCountryPopulation2100,PercentofCountryLandArea
BHS,North America,Bahamas,Americas,Caribbean,Elevations Less Than or Equal To 10m ,High income: nonOECD,Not Defined,Urban,158376,195277,226507,491381,374,62,65,65,67,3
BHS,North America,Bahamas,Americas,Caribbean,Elevations Less Than or Equal To 12m ,High income: nonOECD,Not Defined,Rural,58053,59220,66755,116005,11418,23,20,19,16,90
BHS,North America,Bahamas,Americas,Caribbean,Elevations Less Than or Equal To 12m ,High income: nonOECD,Not Defined,Urban,170722,210609,244292,531640,398,67,70,70,73,3
BHS,North America,Bahamas,Americas,Caribbean,Elevations Less Than or Equal To 1m,High income: nonOECD,Not Defined,Rural,7522,7115,8020,13071,935,3,2,2,2,7
BHS,North America,Bahamas,Americas,Caribbean,Elevations Less Than or Equal To 1m,High income: nonOECD,Not Defined,Urban,3704,4517,5239,11508,11,1,1,2,2,0
BHS,North America,Bahamas,Americas,Caribbean,Elevations Less Than or Equal To 20m ,High income: nonOECD,Not Defined,Rural,63707,65585,73930,131317,12065,25,22,21,18,95
BHS,North America,Bahamas,Americas,Caribbean,Elevations Less Than or Equal To 20m ,High income: nonOECD,Not Defined,Urban,185702,229385,266070,583667,422,73,76,77,80,3
BHS,North America,Bahamas,Americas,Caribbean,Elevations Less Than or Equal To 3m,High income: nonOECD,Not Defined,Rural,16418,14509,16355,20772,2998,6,5,5,3,24
BHS,North America,Bahamas,Americas,Caribbean,Elevations Less Than or Equal To 3m,High income: nonOECD,Not Defined,Urban,8994,10426,12093,14092,49,4,3,3,2,0
BHS,North America,Bahamas,Americas,Caribbean,Elevations Less Than or Equal To 5m,High income: nonOECD,Not Defined,Rural,28442,26133,29459,40885,6582,11,9,8,6,52
BHS,North America,Bahamas,Americas,Caribbean,Elevations Less Than or Equal To 5m,High income: nonOECD,Not Defined,Urban,29694,35318,40966,66533,122,12,12,12,9,1
BHS,North America,Bahamas,Americas,Caribbean,Elevations Less Than or Equal To 7m,High income: nonOECD,Not Defined,Rural,41506,40513,45668,69701,9108,16,13,13,10,72
BHS,North America,Bahamas,Americas,Caribbean,Elevations Less Than or Equal To 7m,High income: nonOECD,Not Defined,Urban,100542,123493,143243,302286,256,39,41,41,41,2
BHS,North America,Bahamas,Americas,Caribbean,Elevations Less Than or Equal To 9m,High income: nonOECD,Not Defined,Rural,50209,50259,56654,91863,10480,20,17,16,13,83
BHS,North America,Bahamas,Americas,Caribbean,Elevations Less Than or Equal To 9m,High income: nonOECD,Not Defined,Urban,145261,178997,207624,448180,347,57,59,60,61,3
BHS,North America,Bahamas,Americas,Caribbean,Total National Population,High income: nonOECD,Not Defined,Rural,65507,67514,76104,134786,12246,26,22,22,18,97
BHS,North America,Bahamas,Americas,Caribbean,Total National Population,High income: nonOECD,Not Defined,Urban,189122,233697,271072,595974,426,74,78,78,82,3
BIH,Europe,Bosnia,Europe,Southern Europe,Elevations > 20m or Non-Contiguous,Upper middle income,Blend,Rural,3087557,2686170,2589754,848198,49292,72,70,69,70,97
BIH,Europe,Bosnia,Europe,Southern Europe,Elevations > 20m or Non-Contiguous,Upper middle income,Blend,Urban,1213475,1155069,1156691,356745,1679,28,30,31,30,3
BIH,Europe,Bosnia,Europe,Southern Europe,Elevations Less Than or Equal To 10m ,Upper middle income,Blend,Rural,3059,2512,2422,769,39,0,0,0,0,0
BIH,Europe,Bosnia,Europe,Southern Europe,Elevations Less Than or Equal To 10m ,Upper middle income,Blend,Urban,2983,2449,2452,747,37,0,0,0,0,0
BIH,Europe,Bosnia,Europe,Southern Europe,Elevations Less Than or Equal To 12m ,Upper middle income,Blend,Rural,3120,2563,2471,785,39,0,0,0,0,0
BIH,Europe,Bosnia,Europe,Southern Europe,Elevations Less Than or Equal To 12m ,Upper middle income,Blend,Urban,3099,2544,2548,776,39,0,0,0,0,0
BIH,Europe,Bosnia,Europe,Southern Europe,Elevations Less Than or Equal To 1m,Upper middle income,Blend,Rural,57,47,46,15,1,0,0,0,0,0
BIH,Europe,Bosnia,Europe,Southern Europe,Elevations Less Than or Equal To 1m,Upper middle income,Blend,Urban,683,561,562,171,9,0,0,0,0,0
BIH,Europe,Bosnia,Europe,Southern Europe,Elevations Less Than or Equal To 20m ,Upper middle income,Blend,Rural,3662,3009,2901,923,46,0,0,0,0,0
BIH,Europe,Bosnia,Europe,Southern Europe,Elevations Less Than or Equal To 20m ,Upper middle income,Blend,Urban,3506,2878,2882,878,44,0,0,0,0,0
BIH,Europe,Bosnia,Europe,Southern Europe,Elevations Less Than or Equal To 3m,Upper middle income,Blend,Rural,2799,2299,2216,702,35,0,0,0,0,0
BIH,Europe,Bosnia,Europe,Southern Europe,Elevations Less Than or Equal To 3m,Upper middle income,Blend,Urban,1698,1394,1396,425,21,0,0,0,0,0
BIH,Europe,Bosnia,Europe,Southern Europe,Elevations Less Than or Equal To 5m,Upper middle income,Blend,Rural,2895,2377,2292,727,36,0,0,0,0,0
BIH,Europe,Bosnia,Europe,Southern Europe,Elevations Less Than or Equal To 5m,Upper middle income,Blend,Urban,2311,1897,1900,579,29,0,0,0,0,0
BIH,Europe,Bosnia,Europe,Southern Europe,Elevations Less Than or Equal To 7m,Upper middle income,Blend,Rural,2972,2441,2353,747,37,0,0,0,0,0
BIH,Europe,Bosnia,Europe,Southern Europe,Elevations Less Than or Equal To 7m,Upper middle income,Blend,Urban,2663,2186,2189,667,33,0,0,0,0,0
BIH,Europe,Bosnia,Europe,Southern Europe,Elevations Less Than or Equal To 9m,Upper middle income,Blend,Rural,3031,2490,2400,762,38,0,0,0,0,0
BIH,Europe,Bosnia,Europe,Southern Europe,Elevations Less Than or Equal To 9m,Upper middle income,Blend,Urban,2897,2378,2382,726,36,0,0,0,0,0
BIH,Europe,Bosnia,Europe,Southern Europe,Total National Population,Upper middle income,Blend,Rural,3091219,2689179,2592655,849121,49338,72,70,69,70,97
BIH,Europe,Bosnia,Europe,Southern Europe,Total National Population,Upper middle income,Blend,Urban,1216981,1157948,1159573,357623,1723,28,30,31,30,3
BLR,Europe,Belarus,Europe,Eastern Europe,Elevations > 20m or Non-Contiguous,Upper middle income,IBRD,Rural,4665788,4241237,3933808,1724256,198056,45,42,41,32,96
BLR,Europe,Belarus,Europe,Eastern Europe,Elevations > 20m or Non-Contiguous,Upper middle income,IBRD,Urban,5600215,5787421,5625633,3674742,7783,55,58,59,68,4
BLR,Europe,Belarus,Europe,Eastern Europe,Elevations Less Than or Equal To 10m ,Upper middle income,IBRD,Rural,0,0,0,0,0,0,0,0,0,0
BLR,Europe,Belarus,Europe,Eastern Europe,Elevations Less Than or Equal To 10m ,Upper middle income,IBRD,Urban,0,0,0,0,0,0,0,0,0,0
BLR,Europe,Belarus,Europe,Eastern Europe,Elevations Less Than or Equal To 12m ,Upper middle income,IBRD,Rural,0,0,0,0,0,0,0,0,0,0
BLR,Europe,Belarus,Europe,Eastern Europe,Elevations Less Than or Equal To 12m ,Upper middle income,IBRD,Urban,0,0,0,0,0,0,0,0,0,0
BLR,Europe,Belarus,Europe,Eastern Europe,Elevations Less Than or Equal To 1m,Upper middle income,IBRD,Rural,0,0,0,0,0,0,0,0,0,0
BLR,Europe,Belarus,Europe,Eastern Europe,Elevations Less Than or Equal To 1m,Upper middle income,IBRD,Urban,0,0,0,0,0,0,0,0,0,0
BLR,Europe,Belarus,Europe,Eastern Europe,Elevations Less Than or Equal To 20m ,Upper middle income,IBRD,Rural,0,0,0,0,0,0,0,0,0,0
BLR,Europe,Belarus,Europe,Eastern Europe,Elevations Less Than or Equal To 20m ,Upper middle income,IBRD,Urban,0,0,0,0,0,0,0,0,0,0
BLR,Europe,Belarus,Europe,Eastern Europe,Elevations Less Than or Equal To 3m,Upper middle income,IBRD,Rural,0,0,0,0,0,0,0,0,0,0
BLR,Europe,Belarus,Europe,Eastern Europe,Elevations Less Than or Equal To 3m,Upper middle income,IBRD,Urban,0,0,0,0,0,0,0,0,0,0
BLR,Europe,Belarus,Europe,Eastern Europe,Elevations Less Than or Equal To 5m,Upper middle income,IBRD,Rural,0,0,0,0,0,0,0,0,0,0
BLR,Europe,Belarus,Europe,Eastern Europe,Elevations Less Than or Equal To 5m,Upper middle income,IBRD,Urban,0,0,0,0,0,0,0,0,0,0
BLR,Europe,Belarus,Europe,Eastern Europe,Elevations Less Than or Equal To 7m,Upper middle income,IBRD,Rural,0,0,0,0,0,0,0,0,0,0
BLR,Europe,Belarus,Europe,Eastern Europe,Elevations Less Than or Equal To 7m,Upper middle income,IBRD,Urban,0,0,0,0,0,0,0,0,0,0
BLR,Europe,Belarus,Europe,Eastern Europe,Elevations Less Than or Equal To 9m,Upper middle income,IBRD,Rural,0,0,0,0,0,0,0,0,0,0
BLR,Europe,Belarus,Europe,Eastern Europe,Elevations Less Than or Equal To 9m,Upper middle income,IBRD,Urban,0,0,0,0,0,0,0,0,0,0
BLR,Europe,Belarus,Europe,Eastern Europe,Total National Population,Upper middle income,IBRD,Rural,4665788,4241237,3933808,1724256,198056,45,42,41,32,96
BLR,Europe,Belarus,Europe,Eastern Europe,Total National Population,Upper middle income,IBRD,Urban,5600215,5787421,5625633,3674742,7783,55,58,59,68,4
BLZ,North America,Belize,Americas,Central America,Elevations > 20m or Non-Contiguous,Lower middle income,IBRD,Rural,59827,82140,108817,111284,14808,32,34,34,38,68
BLZ,North America,Belize,Americas,Central America,Elevations > 20m or Non-Contiguous,Lower middle income,IBRD,Urban,15337,24094,31248,37068,180,8,10,10,13,1
BLZ,North America,Belize,Americas,Central America,Elevations Less Than or Equal To 10m ,Lower middle income,IBRD,Rural,22973,31270,41426,41205,2762,12,13,13,14,13
BLZ,North America,Belize,Americas,Central America,Elevations Less Than or Equal To 10m ,Lower middle income,IBRD,Urban,49178,56807,73673,57322,190,26,23,23,19,1
BLZ,North America,Belize,Americas,Central America,Elevations Less Than or Equal To 12m ,Lower middle income,IBRD,Rural,28718,38613,51154,48822,3579,15,16,16,16,16
BLZ,North America,Belize,Americas,Central America,Elevations Less Than or Equal To 12m ,Lower middle income,IBRD,Urban,54627,63240,82016,63628,232,29,26,26,21,1
BLZ,North America,Belize,Americas,Central America,Elevations Less Than or Equal To 1m,Lower middle income,IBRD,Rural,3842,5835,7730,10281,297,2,2,2,3,1
BLZ,North America,Belize,Americas,Central America,Elevations Less Than or Equal To 1m,Lower middle income,IBRD,Urban,1227,1437,1863,1484,6,1,1,1,1,0
BLZ,North America,Belize,Americas,Central America,Elevations Less Than or Equal To 20m ,Lower middle income,IBRD,Rural,45390,60499,80147,72974,6488,24,25,25,25,30
BLZ,North America,Belize,Americas,Central America,Elevations Less Than or Equal To 20m ,Lower middle income,IBRD,Urban,65027,75347,97717,74763,328,35,31,31,25,2
BLZ,North America,Belize,Americas,Central America,Elevations Less Than or Equal To 3m,Lower middle income,IBRD,Rural,8969,12923,17120,20684,742,5,5,5,7,3
BLZ,North America,Belize,Americas,Central America,Elevations Less Than or Equal To 3m,Lower middle income,IBRD,Urban,12528,14276,18515,14354,37,7,6,6,5,0
BLZ,North America,Belize,Americas,Central America,Elevations Less Than or Equal To 5m,Lower middle income,IBRD,Rural,12670,17936,23761,27220,1233,7,7,7,9,6
BLZ,North America,Belize,Americas,Central America,Elevations Less Than or Equal To 5m,Lower middle income,IBRD,Urban,27877,32012,41516,32450,87,15,13,13,11,0
BLZ,North America,Belize,Americas,Central America,Elevations Less Than or Equal To 7m,Lower middle income,IBRD,Rural,16682,23133,30646,32726,1800,9,10,10,11,8
BLZ,North America,Belize,Americas,Central America,Elevations Less Than or Equal To 7m,Lower middle income,IBRD,Urban,38258,44048,57126,44739,125,21,18,18,15,1
BLZ,North America,Belize,Americas,Central America,Elevations Less Than or Equal To 9m,Lower middle income,IBRD,Rural,20803,28456,37698,38296,2429,11,12,12,13,11
BLZ,North America,Belize,Americas,Central America,Elevations Less Than or Equal To 9m,Lower middle income,IBRD,Urban,46077,53134,68909,53638,170,25,22,22,18,1
BLZ,North America,Belize,Americas,Central America,Total National Population,Lower middle income,IBRD,Rural,105217,142639,188964,184258,21296,57,59,59,62,98
BLZ,North America,Belize,Americas,Central America,Total National Population,Lower middle income,IBRD,Urban,80364,99441,128964,111831,508,43,41,41,38,2
BMU,North America,Bermuda,Americas,Northern America,Elevations > 20m or Non-Contiguous,High income: nonOECD,Not Defined,Rural,5463,5744,5921,13841,6,9,9,9,9,9
BMU,North America,Bermuda,Americas,Northern America,Elevations > 20m or Non-Contiguous,High income: nonOECD,Not Defined,Urban,20760,21825,22649,52595,21,35,35,35,35,35
BMU,North America,Bermuda,Americas,Northern America,Elevations Less Than or Equal To 10m ,High income: nonOECD,Not Defined,Rural,9993,10505,10830,25316,10,17,17,17,17,17
BMU,North America,Bermuda,Americas,Northern America,Elevations Less Than or Equal To 10m ,High income: nonOECD,Not Defined,Urban,7925,8332,8646,20077,8,13,13,13,13,13
BMU,North America,Bermuda,Americas,Northern America,Elevations Less Than or Equal To 12m ,High income: nonOECD,Not Defined,Rural,11969,12583,12972,30323,12,20,20,20,20,20
BMU,North America,Bermuda,Americas,Northern America,Elevations Less Than or Equal To 12m ,High income: nonOECD,Not Defined,Urban,9873,10379,10771,25012,10,17,17,17,17,17
BMU,North America,Bermuda,Americas,Northern America,Elevations Less Than or Equal To 1m,High income: nonOECD,Not Defined,Rural,2124,2233,2302,5382,2,4,4,4,4,4
BMU,North America,Bermuda,Americas,Northern America,Elevations Less Than or Equal To 1m,High income: nonOECD,Not Defined,Urban,981,1031,1070,2485,1,2,2,2,2,2
BMU,North America,Bermuda,Americas,Northern America,Elevations Less Than or Equal To 20m ,High income: nonOECD,Not Defined,Rural,16726,17584,18128,42374,17,28,28,28,28,28
BMU,North America,Bermuda,Americas,Northern America,Elevations Less Than or Equal To 20m ,High income: nonOECD,Not Defined,Urban,16847,17711,18379,42680,17,28,28,28,28,28
BMU,North America,Bermuda,Americas,Northern America,Elevations Less Than or Equal To 3m,High income: nonOECD,Not Defined,Rural,2731,2871,2960,6919,3,5,5,5,5,5
BMU,North America,Bermuda,Americas,Northern America,Elevations Less Than or Equal To 3m,High income: nonOECD,Not Defined,Urban,1313,1380,1432,3325,1,2,2,2,2,2
BMU,North America,Bermuda,Americas,Northern America,Elevations Less Than or Equal To 5m,High income: nonOECD,Not Defined,Rural,4403,4629,4772,11156,5,7,7,7,7,7
BMU,North America,Bermuda,Americas,Northern America,Elevations Less Than or Equal To 5m,High income: nonOECD,Not Defined,Urban,2703,2841,2948,6847,3,5,5,5,5,5
BMU,North America,Bermuda,Americas,Northern America,Elevations Less Than or Equal To 7m,High income: nonOECD,Not Defined,Rural,6633,6974,7189,16805,7,11,11,11,11,11
BMU,North America,Bermuda,Americas,Northern America,Elevations Less Than or Equal To 7m,High income: nonOECD,Not Defined,Urban,4368,4592,4765,11066,4,7,7,7,7,7
BMU,North America,Bermuda,Americas,Northern America,Elevations Less Than or Equal To 9m,High income: nonOECD,Not Defined,Rural,8920,9378,9668,22599,9,15,15,15,15,15
BMU,North America,Bermuda,Americas,Northern America,Elevations Less Than or Equal To 9m,High income: nonOECD,Not Defined,Urban,6803,7152,7422,17234,7,11,11,11,11,11
BMU,North America,Bermuda,Americas,Northern America,Total National Population,High income: nonOECD,Not Defined,Rural,22189,23328,24049,56215,23,37,37,37,37,37
BMU,North America,Bermuda,Americas,Northern America,Total National Population,High income: nonOECD,Not Defined,Urban,37607,39536,41028,95276,39,63,63,63,63,63
BRA,South America,Brazil,Americas,South America,Elevations > 20m or Non-Contiguous,Upper middle income,IBRD,Rural,58074406,63222938,69594536,94229352,8026140,39,36,35,33,96
BRA,South America,Brazil,Americas,South America,Elevations > 20m or Non-Contiguous,Upper middle income,IBRD,Urban,74122864,89887720,103397859,146490816,118857,50,52,53,52,1
BRA,South America,Brazil,Americas,South America,Elevations Less Than or Equal To 10m ,Upper middle income,IBRD,Rural,1667401,1966153,2164301,4528588,102000,1,1,1,2,1
BRA,South America,Brazil,Americas,South America,Elevations Less Than or Equal To 10m ,Upper middle income,IBRD,Urban,8214579,9877073,11361599,19891690,8855,5,6,6,7,0
BRA,South America,Brazil,Americas,South America,Elevations Less Than or Equal To 12m ,Upper middle income,IBRD,Rural,1968351,2329407,2564164,5219795,119218,1,1,1,2,1
BRA,South America,Brazil,Americas,South America,Elevations Less Than or Equal To 12m ,Upper middle income,IBRD,Urban,9587446,11544832,13280022,23313368,10329,6,7,7,8,0
BRA,South America,Brazil,Americas,South America,Elevations Less Than or Equal To 1m,Upper middle income,IBRD,Rural,227539,277857,305859,601849,7346,0,0,0,0,0
BRA,South America,Brazil,Americas,South America,Elevations Less Than or Equal To 1m,Upper middle income,IBRD,Urban,402341,493876,568106,966839,520,0,0,0,0,0
BRA,South America,Brazil,Americas,South America,Elevations Less Than or Equal To 20m ,Upper middle income,IBRD,Rural,3134657,3732395,4108545,7968433,203855,2,2,2,3,2
BRA,South America,Brazil,Americas,South America,Elevations Less Than or Equal To 20m ,Upper middle income,IBRD,Urban,14052110,16999108,19554077,33553922,15124,9,10,10,12,0
BRA,South America,Brazil,Americas,South America,Elevations Less Than or Equal To 3m,Upper middle income,IBRD,Rural,419012,500911,551393,1124667,19753,0,0,0,0,0
BRA,South America,Brazil,Americas,South America,Elevations Less Than or Equal To 3m,Upper middle income,IBRD,Urban,1164209,1409217,1621022,2451828,1503,1,1,1,1,0
BRA,South America,Brazil,Americas,South America,Elevations Less Than or Equal To 5m,Upper middle income,IBRD,Rural,776811,915381,1007633,2090716,47495,1,1,1,1,1
BRA,South America,Brazil,Americas,South America,Elevations Less Than or Equal To 5m,Upper middle income,IBRD,Urban,2916966,3497536,4023216,6577635,3426,2,2,2,2,0
BRA,South America,Brazil,Americas,South America,Elevations Less Than or Equal To 7m,Upper middle income,IBRD,Rural,1171933,1374062,1512540,3215183,73759,1,1,1,1,1
BRA,South America,Brazil,Americas,South America,Elevations Less Than or Equal To 7m,Upper middle income,IBRD,Urban,5522523,6621793,7617050,12993837,5950,4,4,4,5,0
BRA,South America,Brazil,Americas,South America,Elevations Less Than or Equal To 9m,Upper middle income,IBRD,Rural,1499754,1762663,1940304,4041605,93471,1,1,1,1,1
BRA,South America,Brazil,Americas,South America,Elevations Less Than or Equal To 9m,Upper middle income,IBRD,Urban,7375693,8867645,10200454,17755956,7980,5,5,5,6,0
BRA,South America,Brazil,Americas,South America,Total National Population,Upper middle income,IBRD,Rural,61209062,66955334,73703083,102197784,8241430,41,39,37,36,98
BRA,South America,Brazil,Americas,South America,Total National Population,Upper middle income,IBRD,Urban,88174976,106886824,122951931,180044736,134981,59,61,63,64,2
BRB,North America,Barbados,Americas,Caribbean,Elevations > 20m or Non-Contiguous,High income: nonOECD,Not Defined,Rural,5386,5573,5489,8441,9,2,2,2,2,2
BRB,North America,Barbados,Americas,Caribbean,Elevations > 20m or Non-Contiguous,High income: nonOECD,Not Defined,Urban,228238,236152,243476,357691,386,89,89,89,89,89
BRB,North America,Barbados,Americas,Caribbean,Elevations Less Than or Equal To 10m ,High income: nonOECD,Not Defined,Rural,1835,1899,1870,2876,3,1,1,1,1,1
BRB,North America,Barbados,Americas,Caribbean,Elevations Less Than or Equal To 10m ,High income: nonOECD,Not Defined,Urban,6790,7026,7244,10642,11,3,3,3,3,3
BRB,North America,Barbados,Americas,Caribbean,Elevations Less Than or Equal To 12m ,High income: nonOECD,Not Defined,Rural,2166,2241,2207,3394,4,1,1,1,1,1
BRB,North America,Barbados,Americas,Caribbean,Elevations Less Than or Equal To 12m ,High income: nonOECD,Not Defined,Urban,9243,9563,9860,14485,16,4,4,4,4,4
BRB,North America,Barbados,Americas,Caribbean,Elevations Less Than or Equal To 1m,High income: nonOECD,Not Defined,Rural,355,368,362,557,1,0,0,0,0,0
BRB,North America,Barbados,Americas,Caribbean,Elevations Less Than or Equal To 1m,High income: nonOECD,Not Defined,Urban,775,802,827,1214,1,0,0,0,0,0
BRB,North America,Barbados,Americas,Caribbean,Elevations Less Than or Equal To 20m ,High income: nonOECD,Not Defined,Rural,3364,3481,3429,5273,6,1,1,1,1,1
BRB,North America,Barbados,Americas,Caribbean,Elevations Less Than or Equal To 20m ,High income: nonOECD,Not Defined,Urban,20183,20883,21530,31630,34,8,8,8,8,8
BRB,North America,Barbados,Americas,Caribbean,Elevations Less Than or Equal To 3m,High income: nonOECD,Not Defined,Rural,414,429,422,649,1,0,0,0,0,0
BRB,North America,Barbados,Americas,Caribbean,Elevations Less Than or Equal To 3m,High income: nonOECD,Not Defined,Urban,874,904,932,1369,1,0,0,0,0,0
BRB,North America,Barbados,Americas,Caribbean,Elevations Less Than or Equal To 5m,High income: nonOECD,Not Defined,Rural,636,658,649,997,1,0,0,0,0,0
BRB,North America,Barbados,Americas,Caribbean,Elevations Less Than or Equal To 5m,High income: nonOECD,Not Defined,Urban,1204,1246,1284,1887,2,0,0,0,0,0
BRB,North America,Barbados,Americas,Caribbean,Elevations Less Than or Equal To 7m,High income: nonOECD,Not Defined,Rural,1095,1133,1116,1717,2,0,0,0,0,0
BRB,North America,Barbados,Americas,Caribbean,Elevations Less Than or Equal To 7m,High income: nonOECD,Not Defined,Urban,2734,2829,2916,4285,5,1,1,1,1,1
BRB,North America,Barbados,Americas,Caribbean,Elevations Less Than or Equal To 9m,High income: nonOECD,Not Defined,Rural,1603,1659,1634,2513,3,1,1,1,1,1
BRB,North America,Barbados,Americas,Caribbean,Elevations Less Than or Equal To 9m,High income: nonOECD,Not Defined,Urban,5364,5550,5722,8407,9,2,2,2,2,2
BRB,North America,Barbados,Americas,Caribbean,Total National Population,High income: nonOECD,Not Defined,Rural,8750,9054,8918,13714,15,3,3,3,3,3
BRB,North America,Barbados,Americas,Caribbean,Total National Population,High income: nonOECD,Not Defined,Urban,248421,257035,265007,389321,420,97,97,97,97,97
BRN,Asia,Brunei,Asia,South-Eastern Asia,Elevations > 20m or Non-Contiguous,High income: nonOECD,Not Defined,Rural,43536,39396,46212,116373,4264,17,12,11,16,74
BRN,Asia,Brunei,Asia,South-Eastern Asia,Elevations > 20m or Non-Contiguous,High income: nonOECD,Not Defined,Urban,110785,153504,188314,318021,549,43,46,46,43,10
BRN,Asia,Brunei,Asia,South-Eastern Asia,Elevations Less Than or Equal To 10m ,High income: nonOECD,Not Defined,Rural,3432,4718,5534,11476,19,1,1,1,2,0
BRN,Asia,Brunei,Asia,South-Eastern Asia,Elevations Less Than or Equal To 10m ,High income: nonOECD,Not Defined,Urban,21647,30264,37127,66793,145,8,9,9,9,3
BRN,Asia,Brunei,Asia,South-Eastern Asia,Elevations Less Than or Equal To 12m ,High income: nonOECD,Not Defined,Rural,6905,9325,10939,22517,81,3,3,3,3,1
BRN,Asia,Brunei,Asia,South-Eastern Asia,Elevations Less Than or Equal To 12m ,High income: nonOECD,Not Defined,Urban,52172,72462,88893,150033,282,20,22,22,20,5
BRN,Asia,Brunei,Asia,South-Eastern Asia,Elevations Less Than or Equal To 1m,High income: nonOECD,Not Defined,Rural,540,743,872,1958,3,0,0,0,0,0
BRN,Asia,Brunei,Asia,South-Eastern Asia,Elevations Less Than or Equal To 1m,High income: nonOECD,Not Defined,Urban,246,338,415,750,1,0,0,0,0,0
BRN,Asia,Brunei,Asia,South-Eastern Asia,Elevations Less Than or Equal To 20m ,High income: nonOECD,Not Defined,Rural,15203,19099,22403,48223,480,6,6,6,7,8
BRN,Asia,Brunei,Asia,South-Eastern Asia,Elevations Less Than or Equal To 20m ,High income: nonOECD,Not Defined,Urban,87474,121464,149008,249607,469,34,36,37,34,8
BRN,Asia,Brunei,Asia,South-Eastern Asia,Elevations Less Than or Equal To 3m,High income: nonOECD,Not Defined,Rural,592,814,955,2115,4,0,0,0,0,0
BRN,Asia,Brunei,Asia,South-Eastern Asia,Elevations Less Than or Equal To 3m,High income: nonOECD,Not Defined,Urban,357,493,605,1069,1,0,0,0,0,0
BRN,Asia,Brunei,Asia,South-Eastern Asia,Elevations Less Than or Equal To 5m,High income: nonOECD,Not Defined,Rural,1347,1855,2176,4573,7,1,1,1,1,0
BRN,Asia,Brunei,Asia,South-Eastern Asia,Elevations Less Than or Equal To 5m,High income: nonOECD,Not Defined,Urban,2550,3550,4355,7761,15,1,1,1,1,0
BRN,Asia,Brunei,Asia,South-Eastern Asia,Elevations Less Than or Equal To 7m,High income: nonOECD,Not Defined,Rural,2386,3288,3857,7913,12,1,1,1,1,0
BRN,Asia,Brunei,Asia,South-Eastern Asia,Elevations Less Than or Equal To 7m,High income: nonOECD,Not Defined,Urban,11107,15577,19109,34014,81,4,5,5,5,1
BRN,Asia,Brunei,Asia,South-Eastern Asia,Elevations Less Than or Equal To 9m,High income: nonOECD,Not Defined,Rural,3058,4205,4933,10073,17,1,1,1,1,0
BRN,Asia,Brunei,Asia,South-Eastern Asia,Elevations Less Than or Equal To 9m,High income: nonOECD,Not Defined,Urban,18739,26218,32164,58288,128,7,8,8,8,2
BRN,Asia,Brunei,Asia,South-Eastern Asia,Total National Population,High income: nonOECD,Not Defined,Rural,58739,58496,68615,164597,4744,23,18,17,22,82
BRN,Asia,Brunei,Asia,South-Eastern Asia,Total National Population,High income: nonOECD,Not Defined,Urban,198259,274968,337323,567629,1017,77,82,83,78,18
CAN,North America,Canada,Americas,Northern America,Elevations > 20m or Non-Contiguous,High income: OECD,Not Defined,Rural,4119731,4268656,4724258,4652820,8770396,15,14,14,15,95
CAN,North America,Canada,Americas,Northern America,Elevations > 20m or Non-Contiguous,High income: OECD,Not Defined,Urban,21284882,23882018,26786367,23546658,118595,77,78,78,77,1
CAN,North America,Canada,Americas,Northern America,Elevations Less Than or Equal To 10m ,High income: OECD,Not Defined,Rural,174283,178672,197742,143862,211359,1,1,1,0,2
CAN,North America,Canada,Americas,Northern America,Elevations Less Than or Equal To 10m ,High income: OECD,Not Defined,Urban,836545,983431,1103028,889272,3843,3,3,3,3,0
CAN,North America,Canada,Americas,Northern America,Elevations Less Than or Equal To 12m ,High income: OECD,Not Defined,Rural,204886,208382,230623,167981,232191,1,1,1,1,3
CAN,North America,Canada,Americas,Northern America,Elevations Less Than or Equal To 12m ,High income: OECD,Not Defined,Urban,1046027,1212584,1360049,1106503,4641,4,4,4,4,0
CAN,North America,Canada,Americas,Northern America,Elevations Less Than or Equal To 1m,High income: OECD,Not Defined,Rural,55086,57689,63846,45340,103578,0,0,0,0,1
CAN,North America,Canada,Americas,Northern America,Elevations Less Than or Equal To 1m,High income: OECD,Not Defined,Urban,136558,163968,183908,149699,592,0,1,1,0,0
CAN,North America,Canada,Americas,Northern America,Elevations Less Than or Equal To 20m ,High income: OECD,Not Defined,Rural,309133,311043,344241,250852,313649,1,1,1,1,3
CAN,North America,Canada,Americas,Northern America,Elevations Less Than or Equal To 20m ,High income: OECD,Not Defined,Urban,1984190,2224205,2494696,2072434,7917,7,7,7,7,0
CAN,North America,Canada,Americas,Northern America,Elevations Less Than or Equal To 3m,High income: OECD,Not Defined,Rural,79715,83604,92527,65810,133865,0,0,0,0,1
CAN,North America,Canada,Americas,Northern America,Elevations Less Than or Equal To 3m,High income: OECD,Not Defined,Urban,297603,360720,404588,330549,1152,1,1,1,1,0
CAN,North America,Canada,Americas,Northern America,Elevations Less Than or Equal To 5m,High income: OECD,Not Defined,Rural,110080,114556,126782,91643,158139,0,0,0,0,2
CAN,North America,Canada,Americas,Northern America,Elevations Less Than or Equal To 5m,High income: OECD,Not Defined,Urban,472330,567301,636292,515582,1966,2,2,2,2,0
